"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","topic_13","topic_14","topic_15","topic_16","topic_17","topic_18","topic_19","topic_20","topic_21","topic_22","topic_23","topic_24","topic_25","topic_26","topic_27","topic_28","topic_29","topic_30","topic_31","topic_32","topic_33","topic_34","topic_35","topic_36","topic_37","topic_38","topic_39","topic_40","topic_41","topic_42","topic_43","topic_44","topic_45","topic_46","topic_47","topic_48","topic_49","topic_50","msoa11cd"
0.0415,0,0,0,0,0,4e-04,1e-04,0.1658,0.0015,0.0338,0.0022,5e-04,0,0,0,4e-04,0.04,0.007,0.0545,7e-04,0.0114,0,0,0.2072,0.0136,0,0,0,0.0089,0,0.1231,0,0.0015,0.003,0.0011,0,0,0,0,0.04,0.014,0.213,0.0018,0.0015,0,0.0114,0,1e-04,0,"E02000073"
1e-04,0.0112,0.004,0.0074,0.035,0.0038,0.0641,0.0107,0.0872,0,0,0.0565,0.0059,0.0927,3e-04,6e-04,0,0.1998,0.1073,0.0134,0.0119,0.0249,0.0016,0,0.0605,0,0,0.0165,0,0,2e-04,0.0114,0,0,0.0141,0,0,0,0,0.0026,0,0.0475,0,4e-04,0.0134,0.066,0,0,0.0289,0,"E02000074"
0,0,0,0,0,0,1e-04,0,0,0.001,0.0035,0.0699,0,4e-04,0.0018,7e-04,3e-04,3e-04,0.002,0.0412,0.1057,0.1636,0.1307,0,0.0404,0.0892,0.084,0.0043,1e-04,0.007,2e-04,0,1e-04,0,0.0025,0.0238,0,0.0299,0.0096,0.0406,0,0,0,1e-04,0,0.0509,0.0086,3e-04,0,0.0872,"E02000075"
0,0.0042,0,0.0054,0,0,2e-04,0.0572,0.0354,0,0,0.0035,3e-04,0.0022,4e-04,0,0.0289,0,0.159,2e-04,0,0,0.0069,2e-04,1e-04,0,0.0765,0.0117,0.0428,0.001,0.009,0.003,0.0065,0,0.2068,0.2828,0.0056,0,0.0099,0.0237,0,3e-04,0,0,0.0012,0.0069,0.0079,0,0,1e-04,"E02000077"
0,0,0.0027,0.0555,0,0.0226,0.0281,0.2297,0.0632,0.0155,0,0.0603,0.001,0.0056,0,0,0,0.0427,0,0.101,0.0014,0,0,0,0,0,0.028,6e-04,0,0,0.0295,0,0.0087,2e-04,0,0,0,0.2242,0.0244,0,0,0,0.011,0,0,0.0026,0.0088,0.0146,0.012,0.0057,"E02000078"
0.0068,0,4e-04,0,0,1e-04,0.0098,0.001,0.0185,0,0.1223,0.0695,0,0.0585,0,0,0,7e-04,0.0138,0,0.0654,0,5e-04,0,0.387,6e-04,0,0,1e-04,0.0586,0,8e-04,2e-04,0,5e-04,0.1343,0,0,0,0.0309,0,1e-04,0.0027,0.0059,4e-04,0.0017,0,0,0,0.0089,"E02000079"
0,0,0.0037,0.0061,0,0,0,0,0.0032,0,2e-04,0,0,0.3835,0.1788,0.0081,0.0423,0,0.1994,0,0.0016,0,0,0,0.0174,0.0011,0.0577,0.0279,0,0,0,0,0,2e-04,0,0.0115,0.0284,6e-04,0,9e-04,0.001,0.0015,4e-04,4e-04,0,0.0212,0,0.0017,1e-04,0.001,"E02000080"
0,2e-04,0,0.001,0.041,0,0.0079,0,0.0171,0.0038,0,0,0.2178,0,0.0057,0,0.0019,0,0.1328,0.0042,0,0.0175,0,0,0.0027,0,0.0347,0.0553,0,0,7e-04,0.0116,0.0024,0,0.1394,0,6e-04,0.0144,3e-04,3e-04,0,1e-04,0.1737,0.0854,7e-04,0,0,0.0205,0.0047,0.0014,"E02000081"
0.0058,0,0,0.0291,0,0,0,0,0,0.0757,0.2132,2e-04,0.0049,1e-04,0.0016,0,2e-04,0,0,0.0011,0,2e-04,2e-04,0.0019,0,0.0016,0,0.0194,0.0287,0,4e-04,1e-04,0,0,0.3177,9e-04,0,0,3e-04,0,0.1235,0.0981,4e-04,0.0332,0,0,1e-04,0.0411,0,1e-04,"E02000082"
0.2788,7e-04,0.002,0,0.0134,0,0,0.1228,0,0.1113,0.0015,0,0.0667,0,0,3e-04,0,0,0.0099,0,0.1009,0,0,0,0,8e-04,0,0.0109,0,0,0.02,0,0.0105,0.0074,0.0272,0.0496,0.0351,0,0.0873,0,0,0.0173,0,0.015,0.0015,0.0031,0,0.006,0,0,"E02000083"
0.0709,0,6e-04,0.1005,4e-04,1e-04,0,1e-04,7e-04,0,0,0.0081,1e-04,0,0.012,0.0602,0,0.008,0,0,1e-04,0.0666,0.0027,0.0024,0,0,0.0018,0.0062,8e-04,0.0191,0,0,0,1e-04,0.5212,1e-04,1e-04,0.0016,0.0013,0.0215,0.0136,0,0,1e-04,0,0,1e-04,0,0.0699,0.0086,"E02000084"
0.0025,0.1091,0,0.0648,0,0,0,0.0484,0.0198,0.3031,2e-04,0,0.0264,0.0076,2e-04,0.0909,0,9e-04,0.0825,0.0155,4e-04,0,0.0554,1e-04,0,0,0.0014,0.0015,0,0,0.026,1e-04,0.0131,0.0828,1e-04,0.0099,0.001,0.0218,0,0.0013,0,0,0.0113,1e-04,0,0,0,0.0017,0,0,"E02000085"
0.0157,2e-04,0,0.0019,0.2507,0.0142,0,0.0064,0.0165,0.4073,0.0452,0,0.017,2e-04,0.0125,8e-04,0.0029,0,0.0118,0,2e-04,0,0,0.0204,2e-04,0,0,9e-04,0,0,0.0173,0.0543,0,0,0,0.0191,0,8e-04,0.0407,0,0,4e-04,0,0.037,0,0,0,0.0053,3e-04,0,"E02000086"
0.104,0.0745,0,0.0252,0,0,4e-04,3e-04,0,5e-04,0.1131,0.0227,0.0031,0.0211,0,0,0,0.0111,0,0.0157,0.0036,4e-04,0,2e-04,0,0.0771,0.0042,0,0.2006,0,0.0142,0.1917,0,2e-04,0.0035,0.013,0,2e-04,9e-04,0,0,0,0.0566,4e-04,1e-04,0.004,0.0237,0,0.0136,0,"E02000087"
7e-04,5e-04,0.247,0.2342,0.0265,0,0.003,0,1e-04,0.0017,0,0,0,0,0,0,0,0.0017,0,1e-04,0.0021,0.0327,0.0047,0.0043,0,2e-04,0.016,0.0525,5e-04,0,0.0151,0,0.0499,0.0021,0.1195,0,0,0.0605,0,1e-04,0,0,0.1146,0,0,0,0.0088,0,4e-04,0,"E02000088"
0,0.0012,0.0283,0.1486,0.0361,7e-04,0,0,0.0988,0.0828,0,0,0.0907,0,2e-04,0,0,0.0191,1e-04,0,0,0,0,0,0.0081,5e-04,0,0.0089,0.0605,0,0.0136,0.3424,0,0,0,4e-04,0.0474,0,1e-04,8e-04,0,0,1e-04,0,5e-04,0,0.0021,0,0.0081,0,"E02000089"
0,0,0,0.0027,0.1683,0,0,0,0.2195,0,0.0286,2e-04,0.0642,0,0.01,1e-04,0.0018,0.0011,0.0019,0,5e-04,0,0,0,0.015,0,7e-04,0.0022,0.016,0,0,0,0.0118,0.0012,0.2647,0.0038,4e-04,0.024,0.1108,0,0,0,6e-04,1e-04,0.0039,0,0.0296,0.0162,0,0,"E02000090"
0,0,0,0.0053,0.0212,0.0134,0,0.0121,9e-04,4e-04,0,0.0012,0,0,0.0283,0,0.0075,5e-04,0.0084,0,5e-04,0.0199,0.0021,0.0233,0.2744,0.0024,0.0011,0.0165,0.0011,0,1e-04,0,0.0452,0,0.0209,0,0,0.0047,0.1259,0.2662,0,0,0.0043,0.0572,0.0074,0.0227,0.0052,0,0,0,"E02000091"
0.0038,0,0.0117,0,0,7e-04,0,0.0138,0,0.2386,2e-04,0.0067,0.0171,0.0207,0.0236,0.0783,0,0.016,0.0122,0.1255,0,0,0,0,0,3e-04,0.0407,0,0,0,0.0894,0.0139,0.009,0,0.0072,0.0057,0.0097,0,0.1363,0.0014,0,0,0.0235,0.0125,0,0.0344,0.001,0.046,0,0,"E02000092"
0.0099,0,0.0168,2e-04,0,0,0,0,0,0,1e-04,0.0025,0.0985,0,0,1e-04,0.0657,0.0122,2e-04,0,0,0,0.0648,0.1616,0,0,0,0,0,0,0,0,8e-04,0,5e-04,0,1e-04,0,0.0024,0,0,0.0326,0,0,1e-04,0,0,0,0.3145,0.2162,"E02000093"
0,3e-04,0,0,4e-04,0.0015,0,0,0,0.2212,2e-04,0.0156,0,0,0,0.0026,0.1123,0.3397,0,0.1972,3e-04,0,9e-04,0,0,0.0011,1e-04,0.0184,0,0,0,0.0034,3e-04,5e-04,6e-04,0,5e-04,0,0.0015,0.0116,3e-04,0,0,0.009,0,0,0,0.004,0.0565,0,"E02000094"
0.0022,0,0.1341,0,0.0255,0,0,0,0,4e-04,0.1086,0,1e-04,0.1554,0.001,0,0,0.0183,0.0028,0,0,7e-04,2e-04,1e-04,0,0.119,0,0,0,0.0678,0,0,0,0,0.0777,0.0261,0,0.0046,0.0521,4e-04,0,0,4e-04,0,0.0647,0.0024,0.1027,0,0.0182,0.0142,"E02000095"
0,0,0.0015,0,0.0033,0,0.1501,0,0.0752,0.052,0,1e-04,1e-04,0.0942,0.0175,0.2701,0,0,7e-04,2e-04,0,0.025,0,2e-04,0,0,0.0011,0,0,0,0.1319,0,3e-04,0,0,0,0,0.0021,0,0.0057,0.1457,0.0037,0,0.0146,0,2e-04,0.0026,0.0014,3e-04,0,"E02000096"
0,3e-04,0,0,0.0102,0,0.0121,4e-04,0.011,0.1844,0.013,0,0.0014,0,0.0809,0,1e-04,0,0,0.0023,0.0429,0.0717,0,0,1e-04,0.0018,0.0017,0,0.1231,0,0.0726,0,0.0049,0,0,0,0.0037,0.0662,0.0147,0,0.0259,0.1643,0,2e-04,0.0171,0,0,0,0.0729,0,"E02000097"
3e-04,0,2e-04,0,0,1e-04,0,0.3423,0.0141,1e-04,0,0,0.005,0.043,0,0,0.1366,0,0,0,0,0.041,0,0.0022,0,0,0,0,0.0494,0.0163,3e-04,0,0,0.0437,0.0014,0.0132,0,0,0,0.0639,0.0053,0,0,0.0268,0.0293,1e-04,0,0,0.1313,0.034,"E02000098"
0,0,0,0,0,0.0026,0.003,1e-04,0.1096,0,0,0.0537,3e-04,0,1e-04,1e-04,0,0.0483,0.2428,0,0.0054,0,0,0.0111,0.0393,3e-04,0.0592,0.0889,0.0328,0,1e-04,4e-04,0,0,0.0394,3e-04,0,0.0058,0,0,0.0265,0.0213,3e-04,0.0196,0,0.0348,0,1e-04,0,0.1535,"E02000099"
0,0.001,1e-04,0,0,0,0.0099,7e-04,0,0.0024,0,0.0267,0.0998,0.0027,0.016,0,0,0.1772,0.0231,0,0,0,0.0081,8e-04,0,0.0461,0.0552,1e-04,0.0662,2e-04,0.1608,0.0312,0,3e-04,0.1192,2e-04,0.0189,2e-04,0.0703,0.0561,0,0,0,0.0062,0,0,0,0,0,1e-04,"E02000100"
0,1e-04,0,0,0,0,0,0.0031,0.5993,0,0.0089,0.0019,0,4e-04,0,0,0.0178,0.0041,0.0206,0.1697,1e-04,0,3e-04,0,6e-04,0.0025,1e-04,0.0074,0,0,0,0.0016,0,0,0,0.0356,0,0,0.0012,0,0,0,0,0.0349,0.0029,0.0561,0.0217,0.0058,1e-04,0.003,"E02000101"
0.0045,0.0561,0,0.0023,0,0,0.3478,0,4e-04,0.0027,0,0.023,0,3e-04,0,0,0.001,0.037,0,0,0.0192,0,0,0.0328,0.0016,0.0035,0,1e-04,0,0,0.0051,0,0.2053,0.037,0.0753,0,0,0,0.0334,0,0.021,1e-04,1e-04,0.0558,0.0301,0,5e-04,0,0,0.0037,"E02000102"
1e-04,1e-04,0.002,0.0205,0,0,0.0215,1e-04,0.0082,0.006,0,0.1534,0,0.0057,0,0.5835,1e-04,0,0,0.0022,0,0,0,0,0.0192,0.0145,0.0072,0,0.0173,0,0.0074,1e-04,0,0,0.0083,0.0733,0.0029,0.0036,0,0.0273,0,0,0.0087,0,0,0,0.0065,0,2e-04,0,"E02000103"
4e-04,0.0104,0.1591,0,0.0079,6e-04,0,0,1e-04,0.0115,0,2e-04,0,0,0,3e-04,0,4e-04,0,0,0.0799,0.0013,0.0027,3e-04,0,0.4738,0,0.0057,0.1953,5e-04,1e-04,0,0.0031,0.0014,0.0047,0,0,0,0.0026,1e-04,0,3e-04,0.0292,0,0,0,0,0,0.0079,0,"E02000104"
0,0.3827,0,0.0325,0,0,1e-04,0,0,0.0732,0,1e-04,0,0.0062,0.0011,1e-04,0,0,0.0027,0.0047,0.001,1e-04,2e-04,0,1e-04,0.0034,0.0035,0.0786,0.0016,8e-04,0.0419,0.0724,0,0,0,0.0056,0,0.0236,0.0729,0,0,0,0,0,0,0,0.1622,0.0158,0.0122,4e-04,"E02000105"
0,0.0186,0,0.001,0.0729,0.0681,0.0022,2e-04,0,0.0284,1e-04,0,0,0.0235,0.3573,0.0436,0.0039,8e-04,0,0.0118,0,0.0401,0,0,0,0,0,0,0.0136,0,2e-04,0.0158,0,0,0,0.1377,0,0,0,0,0,0.0026,0.0013,0.1564,0,0,0,0,0,0,"E02000106"
0,0,0,0,0.0832,0.0881,0,1e-04,0.0133,0.018,0,0.0025,0,0.0088,0.0028,0.001,0,1e-04,1e-04,0,4e-04,0,0.0276,0.0064,0.2047,0,0,0,0.0483,0,0.0011,0.2626,0,0.0051,0.0012,1e-04,0,0,0.128,0,0.0033,0.0793,0,0.0059,0.008,0,1e-04,0,1e-04,0,"E02000107"
0.0034,0,0.0054,0,0.002,0.0047,0.015,0.0465,0.0011,0,1e-04,0.0766,0.1313,1e-04,0,0,0,0,0.0029,0.0976,0,0,0.0207,0.0292,0,0.0054,0,2e-04,0.1388,0.0083,3e-04,0.0351,0.0198,0,0,0,0,0.0192,1e-04,2e-04,5e-04,0.2869,0.017,0.0059,0,0,0.0152,0.0048,1e-04,0.0055,"E02000108"
0.0021,0,2e-04,0.001,0.0091,0,4e-04,1e-04,0,0,0,0.0029,0,0.0066,0.0266,0.0504,2e-04,0,0.0116,0.0627,0.0678,9e-04,0.0118,0,0.4423,0,0.153,4e-04,0,0,0.0385,0,0,0.001,1e-04,0.0046,0,0,0,2e-04,0.0018,0.0044,1e-04,0,0.0847,0,0.0136,0,7e-04,3e-04,"E02000109"
0.1222,0.128,0.0089,3e-04,0,0.0806,0.0108,0,0,0.0265,1e-04,0,0.0013,0,0,0,1e-04,0,0,0.0307,0.0191,0.0045,0.001,0,0,8e-04,0.054,0.0043,4e-04,0,2e-04,0.0109,0.0064,0.23,0,0.0036,0.0187,0.0032,0,0,0,0,0.0978,2e-04,0.0283,0.0945,2e-04,0,0.011,0.0012,"E02000110"
0,0,0.0097,1e-04,0,0,7e-04,0,0.1527,0,1e-04,3e-04,0.1133,0.0773,1e-04,0,0,0,0,0.0385,0,0.0084,0.0016,0.2661,0.0143,6e-04,0.0066,0,0,0.0014,0.0417,2e-04,0.0015,2e-04,0,0.0013,0.1891,0,2e-04,0.0026,0,0.0086,2e-04,0,0.0576,0.0012,0,0,0.0036,0,"E02000111"
7e-04,0,0.0122,0.1807,0,0,0.0055,0.0129,3e-04,4e-04,0,0.0023,1e-04,0.0432,0.0119,0,0,0.0624,0.0024,0,1e-04,0.0062,0,0,0.092,0.1581,0.0064,0,0,0,0,0,9e-04,0,0.0047,0.0143,1e-04,0,0,0,0.001,0.0097,0,0.0131,0,7e-04,0.0017,0.0078,0.0594,0.2887,"E02000112"
0,6e-04,0.0294,0.0325,0,6e-04,0,0,0,0,0,0,0,0.2941,4e-04,0,0,0.0079,0,0.2577,0.0093,0,0,0,0,0,0.0159,0.0022,0.0024,0.0121,0.0109,0,0,0,0.0381,0,0.0592,0,0.0165,0.0014,0,0.132,8e-04,0.0468,0,0,0.0291,0,0,1e-04,"E02000113"
0,1e-04,0.2671,0.0021,0.009,0.0033,0,0.1096,0,0.0106,0.004,0,0,3e-04,0,0.0136,0,0.0094,0.0739,0.1356,0.0156,0,3e-04,0.0037,0,0.003,0,0.0094,0,0,0.1108,0,0,0,0,0,0,0.0013,0.0185,0.0062,0,0,0,0,0.0123,0,0.0463,0.1325,2e-04,0.0015,"E02000114"
0.1245,0.0067,0,0,0,0,0.0972,0.0036,1e-04,0.0071,0,0.094,2e-04,0,0.0036,0.2788,0.0383,0,0.1317,0.0303,0.0106,0.0337,0,5e-04,0,0.0405,1e-04,0,9e-04,1e-04,0,0.0656,0,7e-04,0,0.0059,0.0017,0,0,0,0,0,2e-04,0.0012,0.0022,0,0,0.0197,0,1e-04,"E02000115"
0,0,0,2e-04,0,0,0.0076,0,0.0041,0.1542,0.009,0,0,5e-04,1e-04,0,0,9e-04,0,0,0.0206,0,0,0,0,0,0,0.1062,0,0.1374,0.0477,8e-04,0.1974,0.003,0,0,0.1538,0.003,0.0177,0,0.0274,0,0.0147,0,0,0.0113,0.0713,0,0.0107,0,"E02000116"
0.0443,0,1e-04,0,0.1106,0,0,0,3e-04,0,0,0.1778,0,0,0.1604,0,6e-04,0,0.0027,0,0,0.0031,2e-04,1e-04,1e-04,0.0017,0,0.003,0.0057,0.0061,0.0657,0,0,0,0.0747,0,0,0,0.094,0,1e-04,0,0.0841,0.0232,0.0645,7e-04,0,0.0565,0.0197,0,"E02000117"
0.0476,0,0,0,6e-04,0,0,0,0,2e-04,0,0.0138,0.0015,0,0.033,0,0.0634,0.01,0,9e-04,0,0,0,1e-04,0.0035,0,0.0017,0.0465,0,0.0435,0.1392,0.2522,0.0064,0,0.1051,0,0,0.0019,0.0249,0,0.0972,0,0,0,1e-04,2e-04,0.0157,0.0204,0.0036,0.0671,"E02000118"
0,0,0.0163,0,2e-04,8e-04,0,0.0041,0.0248,0.0048,0,0.0036,0,0.1581,0,0,0.3451,0,0.0055,0,0,9e-04,0,0,0.2169,0,0.0068,0,0,0.0027,0.0012,0,0,1e-04,0.0149,0.0918,0.0029,0,0,0,1e-04,0,0.0256,0.0701,0,0,0,0.0022,0,6e-04,"E02000119"
0,0,1e-04,0,1e-04,0,0,0,0,0,0,0.0083,0.06,0.2267,0,0,0,0.0765,0.0138,0,0,0,0,0.0053,0,0.0949,0,0.0032,0,4e-04,0,0,0.0376,0,0,0.0042,0,0.0173,1e-04,0,2e-04,0.0357,0.2829,0.1156,3e-04,0,0,0.0167,0,0,"E02000120"
0.0298,0,0,0.0575,0,0.0017,0,0.0292,0.0127,0,0,2e-04,0.2046,0.2027,0.0018,0.0137,0,4e-04,1e-04,0.0012,0.0057,0.145,0,4e-04,0,0,0,0.2258,0,6e-04,0,0,0.0135,5e-04,0,0,7e-04,0.0028,0,0.0459,0,0,0,0,4e-04,0,0.0013,0,0,0.0016,"E02000121"
0,0,9e-04,0,0.0808,0.0094,8e-04,0.0214,4e-04,0,0.0012,0,2e-04,0.0024,0.0015,0,0,0,0,2e-04,2e-04,0.0139,0,0.7188,0.0069,0,0.0206,0,0,0,0.006,0,2e-04,0,0,0.0018,0.101,0,0.0047,0.0037,0,0,0,0,0,0,0.0019,1e-04,9e-04,0,"E02000122"
0,0.0753,1e-04,0,0.003,0,5e-04,3e-04,0,8e-04,0,0.1887,0,0,0.0036,0.0068,0,0.0911,0,0,0,0.0054,0,0,0,0.0414,2e-04,0.0428,0.0655,0,0,0.0029,0.3449,0,8e-04,0.0291,0,0,0.0316,0,0,0,0,0,0,0,3e-04,0.0389,0,0.026,"E02000123"
0.1067,0,2e-04,0.0325,0,0.0014,0.1775,0,0.1557,0,0,0,0,2e-04,0,0.0492,0,0.0051,0,1e-04,0,0,0,0.0862,0.0048,0,0,0.0731,0.0033,0,0.0293,0.0193,0,0,0.0177,0.013,0.001,9e-04,0.0019,0,0,0,0,0.0013,5e-04,0.1018,0.0782,0,0.0389,0,"E02000124"
0,0,0,7e-04,0,0.0017,7e-04,0,0,0.0363,0.0055,0,0,0.0016,0,5e-04,0.0017,0.0029,1e-04,0.0244,6e-04,0.0049,0.0018,0.0012,0,0.0029,0,0.0029,0.0013,0,0.0175,0.014,6e-04,0.0107,0,0.4101,0,2e-04,0,0,0,0.0281,0,0.1776,0.1875,0.0548,0.0029,0,2e-04,0.0041,"E02000125"
0,0.0081,0,0.0014,0.0077,1e-04,0,0,0,0,0.0011,0,1e-04,0.102,5e-04,0.0012,0,0,0.0088,0,0,0.0041,2e-04,1e-04,0.0053,0,0,0.0071,0,0,0,0.1145,0,2e-04,0.0062,0.4144,0.0772,4e-04,0,0.0411,0,0.003,0.0023,0.0179,0.1686,0,0,0.0063,0,0,"E02000126"
0,0.3649,0.0018,0,0.0154,2e-04,1e-04,0,0.0015,0,0.0618,2e-04,0.2669,0,3e-04,0,0.0018,0.0035,0,0.0011,0,0,3e-04,0,0,7e-04,0.1993,0,5e-04,0.0041,0.0028,0.0386,0.004,0.0251,0.0016,0,0,0.0015,0,0,3e-04,0,0,9e-04,0,3e-04,2e-04,0,2e-04,0,"E02000127"
0,0,0.0063,3e-04,1e-04,0.0266,0,0.0149,0,0,0,0.0022,0,0.0092,0,0,0,0,0.0052,0,0,0.0416,0,0.0012,0.0037,1e-04,1e-04,0,0,0,0.001,0,0,1e-04,0.0079,0.002,0.0082,0.0075,0.0023,1e-04,0,0.5377,0.0285,0,0.2026,0,0,0.0902,1e-04,2e-04,"E02000128"
0,0.0029,0,0.2762,6e-04,0.0434,0,0,0,0.0633,0,0,3e-04,0.062,0,0.0026,0.1009,0,0.0019,0,1e-04,0,0.0027,1e-04,0.3065,0,0,0,0,0.0015,0,0,1e-04,0.0256,0,4e-04,0.031,0,0.0093,5e-04,0.0315,0.001,0,9e-04,0,0,0,0,0.0344,0,"E02000130"
6e-04,0,0,0.0373,0.0031,0,0,0.0021,1e-04,8e-04,0,0.0518,0.0159,4e-04,0,0,0,0,0.0396,9e-04,0.0146,0,0.0022,9e-04,0,0.0047,0.0071,8e-04,0,0.5451,0.031,0,0,0.0251,0,0.0011,0.1878,0,0,0,5e-04,0,0,5e-04,5e-04,0,0.0042,0,0.005,0.0164,"E02000131"
0,0.0017,1e-04,0,1e-04,0.0044,2e-04,0.0067,0,0.0064,0.0042,0,0,5e-04,0,0.0016,0.0014,0,0.0091,1e-04,0,0.001,0,0.0028,0.1727,0.0404,0,0,0,0.0281,0,0,0,2e-04,0.0035,0.0072,3e-04,0,0,0,0,0,0,4e-04,0,0.1649,0.5422,0,0,0,"E02000132"
0,0.006,0.0622,8e-04,0.1145,0.1393,1e-04,0,0.0438,1e-04,0.1538,0,0,2e-04,0,0.0013,1e-04,0.0025,0,0.0062,0,1e-04,0,0.0645,0,0,2e-04,7e-04,0.0021,1e-04,0,0,0,0.0071,0,0.037,0.0393,0.0417,0,1e-04,0.0373,0,0,3e-04,0,0,0,1e-04,0.2381,1e-04,"E02000133"
7e-04,0.0013,6e-04,0.0214,0,0,0.2173,0,2e-04,0,0.0046,0.1637,0,6e-04,0,0,0,0.0152,0,0.0125,2e-04,0.1652,0.0708,8e-04,0,0,0.0039,0.0066,5e-04,0,0,0,0.0143,0.2736,0,0,1e-04,0.0015,0,0,0,1e-04,0,0,0,1e-04,9e-04,0.0189,0.0042,0,"E02000134"
0,2e-04,0,1e-04,0.0658,0.004,0,0.0377,0.1036,1e-04,0.0148,5e-04,0.1746,0.0019,0.0016,0.1021,0,0,1e-04,0.0027,1e-04,0,0,0,0.0021,0.0017,0,0.0294,0,0.0041,0,2e-04,0.0349,0,0.2087,0,0.0016,0.0538,1e-04,0,3e-04,0.014,0,0,0,0.1297,0.0086,0,8e-04,0,"E02000135"
0,0,0.0014,9e-04,0,0,0,0.0066,0,0,0,0.0041,1e-04,0,0,0.0914,1e-04,0.0012,0,2e-04,0.0811,1e-04,1e-04,0.0059,0.1131,1e-04,0.0151,0.0125,1e-04,0.0093,0.0019,0.0301,0.2514,0,0,0,0,0,1e-04,8e-04,0,0.0064,0.1292,0.0029,0,0.0394,0,0,0.1933,0.0011,"E02000136"
0,0,0.0371,0.2301,0,0,0,0,0,0,0,2e-04,0,0,0.0139,0,3e-04,0,0,0.0779,3e-04,0,0.2406,0.0149,2e-04,0.0021,0.0225,0.0062,8e-04,0,3e-04,1e-04,1e-04,0.1643,1e-04,0.0446,0.0014,0.0168,0,0.0967,0.0117,0.0047,0.001,0.0011,0,0,0.0068,0.0015,0.002,0,"E02000137"
0,0.002,0,0.0107,0.0306,0.0985,0,0.0052,0.0127,8e-04,0.0021,0.167,0,1e-04,0,0,0.0014,0,0,0.0787,0,0,7e-04,1e-04,0.2056,0.01,0,0,0,3e-04,4e-04,0.0017,1e-04,0,0,0.081,0.0103,0,0.2027,0.0064,3e-04,2e-04,0,0,1e-04,0,6e-04,0.0019,0.0039,0.0639,"E02000138"
0.004,0,0,3e-04,0.0012,0.4311,0,0,6e-04,0,0.0499,0.001,0.1228,0.0042,0.0215,0.0391,0.0102,0.026,3e-04,0,0,7e-04,3e-04,0,0,0.0136,0,1e-04,0.0342,0.0182,0.0039,7e-04,0,0,0,0.0573,0,0.006,0.1025,0.0261,0,0,0,0,0,2e-04,0.0198,0.0036,0,0,"E02000139"
0,0.0373,0,0.0944,0,0,0,0.0024,0.0189,0,0,1e-04,0,0,0.4078,0,0.0202,0,0,0.0173,0.019,0.0073,0,0,1e-04,0,0,0,0.0628,0.0076,1e-04,0.0887,0.0015,0.002,0.0016,0,1e-04,0,0.068,0,1e-04,0.0451,0,2e-04,0,0,6e-04,0.0105,0,0.0864,"E02000140"
2e-04,0,0,0.1836,0.0173,1e-04,0,0,0.1976,0.0203,0,0,0,0.0292,0,0.0016,0,0,0.1392,0,2e-04,1e-04,0.212,0,0.0674,0.0095,0,0,0.0251,0,0.036,0.0098,0,0,0.0069,0,0,0,0,0,1e-04,0.0379,0,1e-04,0,0.0039,4e-04,0,5e-04,0.0011,"E02000141"
0,0.176,0.05,3e-04,0,1e-04,0,0,0.2315,0,0,0.0019,7e-04,0,0.0034,0,0,1e-04,0.0336,0.0091,0,0.0043,0,0,4e-04,0.0391,0.0029,0.0011,0.035,0,0,0.0096,0.0147,0.0882,0,0.0012,0.0045,0,0.0338,1e-04,0.1356,0,6e-04,0.0163,0.0571,0.0014,0.047,2e-04,0,1e-04,"E02000142"
0.0093,0,0,0,0,0.0014,0,0,0,0.0376,0,0,0.0121,0,0,0.1422,0.0084,6e-04,0,1e-04,0,5e-04,0.0116,0,0,0.0763,0.0024,0,0,0,0,1e-04,0.0757,0,2e-04,0,0.219,1e-04,2e-04,0.2645,0,0.0939,0.0192,3e-04,2e-04,2e-04,0,0.0013,0.0223,0,"E02000144"
1e-04,0,0.0437,0,0.0387,0,0,3e-04,0,0.0657,0.0432,0,5e-04,0.0074,0.001,0,1e-04,0.0332,0,0,0,4e-04,0.0018,6e-04,0.0235,0.0042,0,0,0.0014,0,0,0,0,2e-04,0.1805,0.0339,0.0031,0.1612,0,0.0056,0,6e-04,0,0.3418,0,7e-04,0.0016,0,0,0.005,"E02000145"
0.1309,0.01,0,0.0086,0,0,0,1e-04,4e-04,4e-04,0.0202,0,0,0.0018,0,6e-04,0.0055,0.0601,0,0.001,0,0,0,0.1568,0,0.003,1e-04,0,0,0.2622,0,3e-04,1e-04,0.2522,0.0046,0.039,0,0,0,0,0,0.0045,0,0,0,0.0208,0,0.0168,0,0,"E02000146"
0.0288,0,2e-04,0,0,0,0.0382,0.5087,0,0.0411,0,0.1768,0,0,0,0,0.0553,0,0,4e-04,0,7e-04,0.0014,0.0041,0,0.0136,0,6e-04,0,0.0019,0,0,0,0,0,0.001,0.001,0.0067,8e-04,0.1006,0.0057,1e-04,0.002,0,0,0.0019,3e-04,0.0062,0.0021,0,"E02000147"
0.1674,1e-04,3e-04,0.0173,0,0.0044,0.0085,0,0,0,0.0033,0,6e-04,0.0968,0,0.1422,0,2e-04,1e-04,0,0,0,0,0.0192,0,0.0044,0,0.0134,1e-04,1e-04,0,0,0.0042,0.0212,0,0,0.2252,0.0013,0.246,4e-04,0,0,0,2e-04,0,0,0,0.002,0.0018,0.0192,"E02000148"
